prediction_horizon_sec,link,queue_true,queue_pred,delay_true,delay_pred,prediction_horizon_min,severity_index,severity_level,recommended_strategy
295,L18,0.0,0.097824045,0.0017574297,0.04675484,4.916666666666667,17.765118,LOW,Monitor Traffic Conditions
295,L1,0.016633585,0.061354093,0.09100331,0.042131193,4.916666666666667,14.356001,LOW,Monitor Traffic Conditions
295,L16,0.031103613,0.24534887,0.02684211,0.11839393,4.916666666666667,34.721478,MODERATE,Activate VMS + Traveler Information
295,L3,0.0,0.040975034,0.07046241,0.03847568,4.916666666666667,12.386911,LOW,Monitor Traffic Conditions
300,L19,0.0,0.00767266,0.0020278033,-0.0029015169,5.0,7.051628,LOW,Monitor Traffic Conditions
300,L13,0.0,0.008797832,0.0013293378,-0.0018191859,5.0,7.2130084,LOW,Monitor Traffic Conditions
300,L6,0.4998809,0.46342793,0.6181045,0.55676293,5.0,79.67235,CRITICAL,Full Detour + Emergency Response
300,L17,0.0,0.009422377,0.0,0.008589171,5.0,7.889181,LOW,Monitor Traffic Conditions
300,L18,0.0,-0.00043629855,0.0032745271,0.004056789,5.0,6.7712903,LOW,Monitor Traffic Conditions
300,L1,0.0,0.02517391,0.0,0.014376383,5.0,9.58829,LOW,Monitor Traffic Conditions
300,L16,0.0,0.049025267,0.0076605906,0.031520374,5.0,12.662384,LOW,Monitor Traffic Conditions
300,L3,0.0,0.020995952,0.15357232,0.13993189,5.0,16.738955,LOW,Monitor Traffic Conditions
305,L19,0.0,0.0086351335,0.001997762,-0.0022994727,5.083333333333333,7.1703067,LOW,Monitor Traffic Conditions
305,L13,0.0,0.006997712,0.0005557684,-0.0018350184,5.083333333333333,7.057441,LOW,Monitor Traffic Conditions
305,L6,0.49354902,0.47362182,0.5483556,0.5975283,5.083333333333333,82.98614,CRITICAL,Full Detour + Emergency Response
305,L17,0.0,0.0103966,0.00025535302,0.0070232525,5.083333333333333,7.879204,LOW,Monitor Traffic Conditions
305,L18,0.0,0.00016307086,0.002178011,0.003262952,5.083333333333333,6.775293,LOW,Monitor Traffic Conditions
305,L1,0.0,0.010255389,0.0,0.014814064,5.083333333333333,8.333047,LOW,Monitor Traffic Conditions
305,L16,0.0,0.0048717856,0.0029140287,0.0094054565,5.083333333333333,7.5471325,LOW,Monitor Traffic Conditions
305,L3,0.0,0.007962041,0.01722131,0.034753993,5.083333333333333,9.328676,LOW,Monitor Traffic Conditions
310,L19,0.0,0.0075962916,0.0026736965,0.0011512935,5.166666666666667,7.287468,LOW,Monitor Traffic Conditions
310,L13,0.0,0.005845964,0.0003154361,0.00025001913,5.166666666666667,7.0832186,LOW,Monitor Traffic Conditions
310,L6,0.4359468,0.40548462,0.6512253,0.5577761,5.166666666666667,74.75592,HIGH,Diversion Route + Signal Retiming
310,L17,0.0,0.0076742545,0.00019526997,0.0055769086,5.166666666666667,7.5588627,LOW,Monitor Traffic Conditions
310,L18,0.0,0.002143547,0.0014720351,0.002857618,5.166666666666667,6.9211626,LOW,Monitor Traffic Conditions
310,L1,0.0,0.005081095,0.0,0.015709769,5.166666666666667,7.9421744,LOW,Monitor Traffic Conditions
310,L16,0.0,0.0035478324,0.0056703393,0.011258617,5.166666666666667,7.544251,LOW,Monitor Traffic Conditions
310,L3,0.0,0.013020121,0.0063763154,0.023330223,5.166666666666667,9.079878,LOW,Monitor Traffic Conditions
315,L19,0.0,0.006178066,0.003860337,0.0065378547,5.25,7.4878225,LOW,Monitor Traffic Conditions
315,L13,0.0,0.0044893995,0.00051070604,0.0022674352,5.25,7.087359,LOW,Monitor Traffic Conditions
315,L6,0.4227273,0.29846954,0.5390352,0.50492835,5.25,62.403053,HIGH,Diversion Route + Signal Retiming
315,L17,0.0,0.007870987,0.00011265575,0.010281645,5.25,7.857153,LOW,Monitor Traffic Conditions
315,L18,0.0,0.001522772,0.0016522843,0.004462689,5.25,6.963841,LOW,Monitor Traffic Conditions
315,L1,0.0,0.0023156554,0.0,0.0154818,5.25,7.6910033,LOW,Monitor Traffic Conditions
315,L16,0.0081778485,0.00041735172,0.046211388,0.014379095,5.25,7.4619956,LOW,Monitor Traffic Conditions
315,L3,0.0,0.007639423,0.009515655,0.00834547,5.25,7.721459,LOW,Monitor Traffic Conditions
320,L19,0.021973005,0.012394071,0.0025385094,0.011198804,5.333333333333333,8.300517,LOW,Monitor Traffic Conditions
320,L13,0.0,0.0026099384,0.0048517073,0.0034790859,5.333333333333333,6.998393,LOW,Monitor Traffic Conditions
320,L6,0.00045653037,0.13391039,0.0017499193,0.24480587,5.333333333333333,32.71026,MODERATE,Activate VMS + Traveler Information
320,L17,0.0,0.014900126,0.016582927,0.016206779,5.333333333333333,8.815304,LOW,Monitor Traffic Conditions
320,L18,0.0,-0.00030054152,0.00038302955,0.006860271,5.333333333333333,6.9506288,LOW,Monitor Traffic Conditions
320,L1,0.0,0.00040446222,0.018738406,0.015572801,5.333333333333333,7.5322843,LOW,Monitor Traffic Conditions
320,L16,0.0,0.014402077,0.0044010845,0.014086466,5.333333333333333,8.645706,LOW,Monitor Traffic Conditions
320,L3,0.0,0.0052980185,0.019279154,0.009270884,5.333333333333333,7.575695,LOW,Monitor Traffic Conditions
325,L19,0.02606193,0.020686358,0.03709378,0.015908942,5.416666666666667,9.294496,LOW,Monitor Traffic Conditions
325,L13,0.033366416,0.0026544556,0.028043771,0.0075809956,5.416666666666667,7.247554,LOW,Monitor Traffic Conditions
325,L6,0.00015879318,-0.0006258115,0.11192724,0.048014715,5.416666666666667,9.384155,LOW,Monitor Traffic Conditions
325,L17,0.0,0.028859988,0.03413469,0.026433852,5.416666666666667,10.626066,LOW,Monitor Traffic Conditions
325,L18,0.0,-0.0014302507,0.001509587,0.008545391,5.416666666666667,6.954381,LOW,Monitor Traffic Conditions
325,L1,0.010500198,-0.0009307638,0.06941847,0.015498057,5.416666666666667,7.413126,LOW,Monitor Traffic Conditions
325,L16,0.025387058,0.026937135,0.026601776,0.02604619,5.416666666666667,10.437718,LOW,Monitor Traffic Conditions
325,L3,0.0,0.008611314,0.056770984,0.01300532,5.416666666666667,8.083648,LOW,Monitor Traffic Conditions
330,L19,0.0,0.0065715984,0.0007961006,-0.0016685501,5.5,7.030796,LOW,Monitor Traffic Conditions
330,L13,0.0,-0.0036121607,0.0015246078,0.006414637,5.5,6.6395245,LOW,Monitor Traffic Conditions
330,L6,0.50537914,0.47226492,0.59527296,0.54881656,5.5,79.956116,CRITICAL,Full Detour + Emergency Response
330,L17,0.0,0.0066079423,0.0,0.0019349009,5.5,7.2494416,LOW,Monitor Traffic Conditions
330,L18,0.0,-0.005041167,0.002786352,0.006886348,5.5,6.544994,LOW,Monitor Traffic Conditions
330,L1,0.0,0.022712134,0.0,0.013974082,5.5,9.352775,LOW,Monitor Traffic Conditions
330,L16,0.0,0.02715242,0.0054825796,0.017222583,5.5,9.928466,LOW,Monitor Traffic Conditions
330,L3,0.00013894403,0.0069571063,0.23155262,0.15809134,5.5,16.619217,LOW,Monitor Traffic Conditions
335,L19,0.0,0.008134276,0.0014495039,-0.0019935444,5.583333333333333,7.1455836,LOW,Monitor Traffic Conditions
335,L13,0.0,0.0025480464,0.0014269728,0.002272576,5.583333333333333,6.920915,LOW,Monitor Traffic Conditions
335,L6,0.5082771,0.45715627,0.6064259,0.57190967,5.583333333333333,80.03957,CRITICAL,Full Detour + Emergency Response
335,L17,0.0,0.006958902,6.0083064e-05,0.002554074,5.583333333333333,7.316621,LOW,Monitor Traffic Conditions
335,L18,0.0,-0.0016818568,0.0018250231,0.005179599,5.583333333333333,6.7314596,LOW,Monitor Traffic Conditions
335,L1,0.0,0.01013194,0.0,0.014306132,5.583333333333333,8.292063,LOW,Monitor Traffic Conditions
335,L16,0.0,0.0071037635,0.010522047,0.0070612356,5.583333333333333,7.5986395,LOW,Monitor Traffic Conditions
335,L3,0.0,0.006025739,0.015351223,0.10382009,5.583333333333333,13.293232,LOW,Monitor Traffic Conditions
340,L19,0.0,0.0065967888,0.001119047,0.0017184615,5.666666666666667,7.235538,LOW,Monitor Traffic Conditions
340,L13,0.0,0.004466139,0.00048066452,0.0016981512,5.666666666666667,7.051312,LOW,Monitor Traffic Conditions
340,L6,0.48207623,0.40418187,0.6060053,0.5590611,5.666666666666667,74.72088,HIGH,Diversion Route + Signal Retiming
340,L17,0.0,0.0057473406,0.00056327874,0.006379828,5.666666666666667,7.441374,LOW,Monitor Traffic Conditions
340,L18,0.0,0.00040735304,0.0012091717,0.0047664344,5.666666666666667,6.8862,LOW,Monitor Traffic Conditions
340,L1,0.0,0.0043013096,0.0,0.016318869,5.666666666666667,7.9116254,LOW,Monitor Traffic Conditions
340,L16,0.0,0.0047729015,0.01116794,0.012391079,5.666666666666667,7.717211,LOW,Monitor Traffic Conditions
340,L3,0.0,0.008881189,0.0057154014,0.015781559,5.666666666666667,8.272877,LOW,Monitor Traffic Conditions
345,L19,0.0,0.008660823,0.00096132903,0.00921464,5.75,7.8611774,LOW,Monitor Traffic Conditions
345,L13,0.0,0.003752537,0.0008937356,0.0030223653,5.75,7.0692196,LOW,Monitor Traffic Conditions
345,L6,0.41929337,0.33957383,0.56813794,0.5023952,5.75,65.78218,HIGH,Diversion Route + Signal Retiming
345,L17,0.0,0.0155157,0.00018024919,0.015629765,5.75,8.833666,LOW,Monitor Traffic Conditions
345,L18,0.0,0.00049716234,0.002215563,0.0054493397,5.75,6.934758,LOW,Monitor Traffic Conditions
345,L1,0.0,0.0018457025,0.0,0.0167072,5.75,7.7239285,LOW,Monitor Traffic Conditions
345,L16,0.0,0.0010264218,0.0028088833,0.014714181,5.75,7.5343533,LOW,Monitor Traffic Conditions
345,L3,0.0,0.010783479,0.008456691,0.015726473,5.75,8.432979,LOW,Monitor Traffic Conditions
350,L19,0.029753871,0.011447042,0.0015621597,0.0106932,5.833333333333333,8.188932,LOW,Monitor Traffic Conditions
350,L13,0.0,0.0024086982,0.00568536,0.004275091,5.833333333333333,7.028717,LOW,Monitor Traffic Conditions
350,L6,0.0,0.24867758,0.0013668897,0.29773688,5.833333333333333,45.73398,MODERATE,Activate VMS + Traveler Information
350,L17,0.0,0.019197427,0.023026835,0.018357635,5.833333333333333,9.313063,LOW,Monitor Traffic Conditions
350,L18,0.0,4.607439e-05,0.00042058146,0.0065833926,5.833333333333333,6.963841,LOW,Monitor Traffic Conditions
350,L1,0.0,0.0011911467,0.026008457,0.01589964,5.833333333333333,7.6194057,LOW,Monitor Traffic Conditions
350,L16,0.0,0.013499774,0.0060308375,0.0145683475,5.833333333333333,8.597025,LOW,Monitor Traffic Conditions
350,L3,0.0,0.009914845,0.016958445,0.0129766725,5.833333333333333,8.1939,LOW,Monitor Traffic Conditions
355,L19,0.074811436,0.021285437,0.002606103,0.02053143,5.916666666666667,9.622427,LOW,Monitor Traffic Conditions
355,L13,0.0028979755,0.0011315122,0.029508295,0.008320674,5.916666666666667,7.1609817,LOW,Monitor Traffic Conditions
355,L6,0.0,0.05635438,0.092250034,0.029470611,5.916666666666667,13.169318,LOW,Monitor Traffic Conditions
355,L17,0.0,0.03179221,0.02353754,0.029863149,5.916666666666667,11.083036,LOW,Monitor Traffic Conditions
355,L18,0.0,-0.00054778904,0.0011115368,0.009772167,5.916666666666667,7.1035533,LOW,Monitor Traffic Conditions
355,L1,0.0023620485,0.00079232454,0.07665848,0.016330376,5.916666666666667,7.6109114,LOW,Monitor Traffic Conditions
355,L16,0.06367606,0.026799262,0.03544901,0.028374005,5.916666666666667,10.565102,LOW,Monitor Traffic Conditions
355,L3,0.0,0.013936348,0.070612624,0.014376923,5.916666666666667,8.6230755,LOW,Monitor Traffic Conditions
360,L19,0.0,0.0050872266,0.00042058146,-0.00017911941,6.0,6.99238,LOW,Monitor Traffic Conditions
360,L13,0.0,0.0072139576,0.0016297532,-7.515401e-05,6.0,7.1812735,LOW,Monitor Traffic Conditions
360,L6,0.51282257,0.50923103,0.5954382,0.5661264,6.0,84.16662,CRITICAL,Full Detour + Emergency Response
360,L17,0.0,0.008128069,4.5062297e-05,0.0025988817,6.0,7.4197264,LOW,Monitor Traffic Conditions
360,L18,0.0,-0.004076861,0.0022681358,0.005585067,6.0,6.5499926,LOW,Monitor Traffic Conditions
360,L1,0.0,0.021716103,0.0,-0.000106975436,6.0,8.425026,LOW,Monitor Traffic Conditions
360,L16,0.0,0.08580398,0.014975704,0.032654405,6.0,15.889305,LOW,Monitor Traffic Conditions
360,L3,0.0,0.006710008,0.17560777,0.11427003,6.0,13.977021,LOW,Monitor Traffic Conditions
365,L19,0.0,0.0075630695,0.0025985925,-0.0009965524,6.083333333333333,7.15615,LOW,Monitor Traffic Conditions
365,L13,0.0,0.0050877184,0.00037551916,8.032471e-05,6.083333333333333,7.0079393,LOW,Monitor Traffic Conditions
365,L6,0.5041485,0.5137606,0.61358327,0.5934488,6.083333333333333,86.18986,CRITICAL,Full Detour + Emergency Response
365,L17,0.0,0.008831553,8.261421e-05,0.0027782544,6.083333333333333,7.49088,LOW,Monitor Traffic Conditions
365,L18,0.0,-0.0018103793,0.0010890055,0.004870951,6.083333333333333,6.7019596,LOW,Monitor Traffic Conditions
365,L1,0.0,0.019387096,0.0,0.005772114,6.083333333333333,8.576609,LOW,Monitor Traffic Conditions
365,L16,0.0,0.009744696,0.003785233,0.0111364275,6.083333333333333,8.069221,LOW,Monitor Traffic Conditions
365,L3,0.0,0.008441865,0.032617595,0.03807499,6.083333333333333,9.56852,LOW,Monitor Traffic Conditions
370,L19,0.0,0.0053729415,0.0015997116,0.0026737973,6.166666666666667,7.187556,LOW,Monitor Traffic Conditions
370,L13,0.0,0.005056396,0.000608341,0.0012373701,6.166666666666667,7.074453,LOW,Monitor Traffic Conditions
370,L6,0.49341008,0.4352595,0.6290171,0.5797499,6.166666666666667,78.627686,CRITICAL,Full Detour + Emergency Response
370,L17,0.0,0.008168705,8.261421e-05,0.0054069087,6.166666666666667,7.5911655,LOW,Monitor Traffic Conditions
370,L18,0.0,0.0011616871,0.0015546493,0.0040027276,6.166666666666667,6.905316,LOW,Monitor Traffic Conditions
370,L1,0.0,0.010066286,0.0,0.013406623,6.166666666666667,8.232623,LOW,Monitor Traffic Conditions
370,L16,0.0,0.0021936297,0.0060458584,0.009650707,6.166666666666667,7.331762,LOW,Monitor Traffic Conditions
370,L3,0.0,0.015181571,0.007315113,0.017346043,6.166666666666667,8.907618,LOW,Monitor Traffic Conditions
375,L19,0.0,0.0075860918,0.001607222,0.010927923,6.25,7.871336,LOW,Monitor Traffic Conditions
375,L13,0.0,0.0045300797,0.00061585143,0.002312854,6.25,7.09357,LOW,Monitor Traffic Conditions
375,L6,0.49079,0.30100045,0.6131552,0.47791186,6.25,61.004574,HIGH,Diversion Route + Signal Retiming
375,L17,0.0,0.0072516203,0.00025535302,0.009714805,6.25,7.7700496,LOW,Monitor Traffic Conditions
375,L18,0.0,0.0015538335,0.0011490886,0.0045570955,6.25,6.9721556,LOW,Monitor Traffic Conditions
375,L1,0.0,0.0056992024,0.0,0.015651941,6.25,7.991809,LOW,Monitor Traffic Conditions
375,L16,0.0,-0.0016146377,0.0026436548,0.012818411,6.25,7.1941137,LOW,Monitor Traffic Conditions
375,L3,0.0,0.008641548,0.009110095,0.008041143,6.25,7.7893353,LOW,Monitor Traffic Conditions
380,L19,0.03418023,0.010114528,0.001997762,0.0075033754,6.333333333333333,7.883692,LOW,Monitor Traffic Conditions
380,L13,0.0,0.0020203441,0.0072700507,0.0027112812,6.333333333333333,6.9018273,LOW,Monitor Traffic Conditions
380,L6,0.0,0.09782878,0.0019076373,0.1813229,6.333333333333333,25.814098,MODERATE,Activate VMS + Traveler Information
380,L17,0.0,0.02101025,0.015967075,0.020046718,6.333333333333333,9.569798,LOW,Monitor Traffic Conditions
380,L18,0.0,-0.0018547401,0.00038302955,0.0058043078,6.333333333333333,6.7539735,LOW,Monitor Traffic Conditions
380,L1,0.0,-0.0009638667,0.024551442,0.01452665,6.333333333333333,7.3521824,LOW,Monitor Traffic Conditions
380,L16,0.0,0.009258166,0.005955734,0.011420153,6.333333333333333,8.044398,LOW,Monitor Traffic Conditions
380,L3,0.0,0.0057447255,0.010987691,0.009349436,6.333333333333333,7.6187625,LOW,Monitor Traffic Conditions
385,L19,0.067308456,0.01750768,0.0025760613,0.015172869,6.416666666666667,8.97744,LOW,Monitor Traffic Conditions
385,L13,0.05087336,0.0015371367,0.029102735,0.007021129,6.416666666666667,7.1180964,LOW,Monitor Traffic Conditions
385,L6,0.0,0.01525154,0.14827749,0.07472396,6.416666666666667,12.345426,LOW,Monitor Traffic Conditions
385,L17,0.0,0.034934945,0.030942779,0.029063448,6.416666666666667,11.305151,LOW,Monitor Traffic Conditions
385,L18,0.0,-0.0025923848,0.0019752309,0.0075103864,6.416666666666667,6.7926555,LOW,Monitor Traffic Conditions
385,L1,0.008951965,-0.0014937818,0.07822815,0.017248306,6.416666666666667,7.4694486,LOW,Monitor Traffic Conditions
385,L16,0.049007542,0.023832358,0.036568057,0.021304075,6.416666666666667,9.887407,LOW,Monitor Traffic Conditions
385,L3,0.0,0.009299122,0.0521521,0.012524776,6.416666666666667,8.113985,LOW,Monitor Traffic Conditions
390,L19,0.0,0.00519681,0.0023883018,-0.00030185282,6.5,6.9944515,LOW,Monitor Traffic Conditions
390,L13,0.0,0.010730036,0.001802492,0.00240203,6.5,7.6314473,LOW,Monitor Traffic Conditions
390,L6,0.49597064,0.49981567,0.7302045,0.6281348,6.5,87.066635,CRITICAL,Full Detour + Emergency Response
390,L17,0.0,0.008406192,4.5062297e-05,0.009619944,6.5,7.863547,LOW,Monitor Traffic Conditions
390,L18,0.0,-0.00136213,0.0019226581,0.008798614,6.5,6.9753776,LOW,Monitor Traffic Conditions
390,L1,0.0,0.02638609,0.0,0.022083197,6.5,10.1533575,LOW,Monitor Traffic Conditions
390,L16,0.020583564,0.045073025,0.033368632,0.021007795,6.5,11.694145,LOW,Monitor Traffic Conditions
390,L3,0.00061532354,0.030378617,0.20870604,0.1335373,6.5,17.162413,LOW,Monitor Traffic Conditions
395,L19,0.0,0.006796129,0.0012992963,0.0001700595,6.583333333333333,7.1600504,LOW,Monitor Traffic Conditions
395,L13,0.0,0.0055958778,0.00036049838,0.0032067224,6.583333333333333,7.238579,LOW,Monitor Traffic Conditions
395,L6,0.4953156,0.50092983,0.5908193,0.64333266,6.583333333333333,88.071335,CRITICAL,Full Detour + Emergency Response
395,L17,0.0,0.010932416,8.261421e-05,0.007904157,6.583333333333333,7.977915,LOW,Monitor Traffic Conditions
395,L18,0.0,-0.0011821911,0.0007961006,0.006479144,6.583333333333333,6.8521047,LOW,Monitor Traffic Conditions
395,L1,0.0,0.013934769,0.0,0.021466631,6.583333333333333,9.046979,LOW,Monitor Traffic Conditions
395,L16,0.0,0.030092493,0.0076155285,0.02071806,6.583333333333333,10.390068,LOW,Monitor Traffic Conditions
395,L3,0.0,0.03903745,0.0225687,0.10172525,6.583333333333333,16.003468,LOW,Monitor Traffic Conditions
400,L19,0.0,0.0058488995,0.003079257,0.0021255016,6.666666666666667,7.195644,LOW,Monitor Traffic Conditions
400,L13,0.0,0.0051487684,0.0007961006,0.0011045933,6.666666666666667,7.0744457,LOW,Monitor Traffic Conditions
400,L6,0.48959905,0.39129335,0.5656971,0.5613897,6.666666666666667,73.7531,HIGH,Diversion Route + Signal Retiming
400,L17,0.0,0.006636694,0.00054825796,0.0053932816,6.666666666666667,7.4587584,LOW,Monitor Traffic Conditions
400,L18,0.0,0.0020257533,0.0028990079,0.003104575,6.666666666666667,6.9258156,LOW,Monitor Traffic Conditions
400,L1,0.0,0.004196465,0.0,0.01550857,6.666666666666667,7.854156,LOW,Monitor Traffic Conditions
400,L16,0.0,0.001359731,0.0076906323,0.016416565,6.666666666666667,7.6648035,LOW,Monitor Traffic Conditions
400,L3,0.0,0.017387599,0.010799931,0.0127626695,6.666666666666667,8.82297,LOW,Monitor Traffic Conditions
405,L19,0.0,0.0054770336,0.002275646,0.008804716,6.75,7.5631895,LOW,Monitor Traffic Conditions
405,L13,0.0,0.0037850589,0.00060083065,0.0029643252,6.75,7.0685415,LOW,Monitor Traffic Conditions
405,L6,0.49483922,0.25446045,0.6354385,0.42097387,6.75,53.60155,HIGH,Diversion Route + Signal Retiming
405,L17,0.0,0.015384831,4.5062297e-05,0.014243875,6.75,8.739535,LOW,Monitor Traffic Conditions
405,L18,0.0,0.0007694289,0.0010664744,0.0048328936,6.75,6.921275,LOW,Monitor Traffic Conditions
405,L1,0.0,0.0013743639,0.0,0.015399627,6.75,7.605237,LOW,Monitor Traffic Conditions
405,L16,0.0,7.687509e-05,0.0025835717,0.01827902,6.75,7.6660066,LOW,Monitor Traffic Conditions
405,L3,0.0,0.013107918,0.006316232,0.012709808,6.75,8.452207,LOW,Monitor Traffic Conditions
410,L19,0.123858675,0.010728769,0.0,0.012810074,6.833333333333333,8.253849,LOW,Monitor Traffic Conditions
410,L13,0.0,0.0016208813,0.008817189,0.004474096,6.833333333333333,6.972951,LOW,Monitor Traffic Conditions
410,L6,0.0,0.065145575,0.0018700854,0.10042204,6.833333333333333,18.168072,LOW,Monitor Traffic Conditions
410,L17,0.0,0.02977962,0.015906991,0.023853287,6.833333333333333,10.550714,LOW,Monitor Traffic Conditions
410,L18,0.0,-0.0011271089,0.00042809185,0.00779891,6.833333333333333,6.9357715,LOW,Monitor Traffic Conditions
410,L1,0.0,5.7399273e-05,0.018160107,0.016836826,6.833333333333333,7.578076,LOW,Monitor Traffic Conditions
410,L16,0.0,0.014364772,0.0054750694,0.020231675,6.833333333333333,9.01005,LOW,Monitor Traffic Conditions
410,L3,0.0,0.00923752,0.008674492,0.012447868,6.833333333333333,8.1040945,LOW,Monitor Traffic Conditions
415,L19,0.208158,0.017574191,0.06518261,0.018704012,6.916666666666667,9.194352,LOW,Monitor Traffic Conditions
415,L13,0.19591108,0.0013821274,0.072610386,0.009789266,6.916666666666667,7.270345,LOW,Monitor Traffic Conditions
415,L6,0.0,0.026785143,0.17970094,0.04642938,6.916666666666667,11.643789,LOW,Monitor Traffic Conditions
415,L17,0.0,0.04097856,0.009673374,0.031031523,6.916666666666667,11.941977,LOW,Monitor Traffic Conditions
415,L18,0.0,-0.0029916167,0.0007660591,0.0107674,6.916666666666667,6.9531665,LOW,Monitor Traffic Conditions
415,L1,0.007463279,-0.0011705235,0.051273387,0.015596401,6.916666666666667,7.398413,LOW,Monitor Traffic Conditions
415,L16,0.06407305,0.026698276,0.040413372,0.027053066,6.916666666666667,10.477422,LOW,Monitor Traffic Conditions
415,L3,0.0,0.0138786435,0.055779614,0.014178343,6.916666666666667,8.606241,LOW,Monitor Traffic Conditions
420,L19,0.0,-0.0012589917,0.0018700854,0.0064394027,7.0,6.84313,LOW,Monitor Traffic Conditions
420,L13,0.0,0.057856567,0.0009838602,0.02065951,7.0,12.771352,LOW,Monitor Traffic Conditions
420,L6,0.50549823,0.58409524,0.8959061,0.70163995,7.0,98.70217,CRITICAL,Full Detour + Emergency Response
420,L17,0.0,-0.010903813,0.000105145366,0.063288555,7.0,9.414865,LOW,Monitor Traffic Conditions
420,L18,0.0,-0.0023300871,0.0023432395,0.02133333,7.0,7.641941,LOW,Monitor Traffic Conditions
420,L1,0.0,-0.0028666481,0.0,0.009120531,7.0,6.865401,LOW,Monitor Traffic Conditions
420,L16,0.0,0.07207557,0.0032595063,0.03612088,7.0,14.917439,LOW,Monitor Traffic Conditions
420,L3,0.0,0.004692428,0.12284733,0.05441381,7.0,10.223696,LOW,Monitor Traffic Conditions
425,L19,0.0,0.0042777434,0.005332372,0.0041438267,7.083333333333333,7.181407,LOW,Monitor Traffic Conditions
425,L13,0.0,0.0081911385,0.00038302955,0.015019052,7.083333333333333,8.167998,LOW,Monitor Traffic Conditions
425,L6,0.4502382,0.5027096,0.83288646,0.6963483,7.083333333333333,91.395096,CRITICAL,Full Detour + Emergency Response
425,L17,0.0,0.0025864318,0.0,0.024114352,7.083333333333333,8.230578,LOW,Monitor Traffic Conditions
425,L18,0.0,-0.0021058097,0.0010063914,0.015392739,7.083333333333333,7.3058963,LOW,Monitor Traffic Conditions
425,L1,0.0,0.0016628131,0.0,0.015657645,7.083333333333333,7.6454453,LOW,Monitor Traffic Conditions
425,L16,0.0058158,0.025012776,0.026549205,0.020152014,7.083333333333333,9.919892,LOW,Monitor Traffic Conditions
425,L3,0.0,0.007339008,0.007315113,0.06837813,7.083333333333333,11.286236,LOW,Monitor Traffic Conditions
430,L19,0.0,0.00283771,0.0016898362,0.006553285,7.166666666666667,7.2018266,LOW,Monitor Traffic Conditions
430,L13,0.0,0.0035327747,0.001119047,0.009660862,7.166666666666667,7.447395,LOW,Monitor Traffic Conditions
430,L6,0.4361056,0.40875727,0.582618,0.62985426,7.166666666666667,79.34805,CRITICAL,Full Detour + Emergency Response
430,L17,0.0,0.010270916,0.00032294646,0.016051259,7.166666666666667,8.408378,LOW,Monitor Traffic Conditions
430,L18,0.0,-0.0034292117,0.002606103,0.010967873,7.166666666666667,6.9275694,LOW,Monitor Traffic Conditions
430,L1,0.0,0.004171476,0.0,0.025836073,7.166666666666667,8.469702,LOW,Monitor Traffic Conditions
430,L16,0.0,0.010963425,0.015185995,0.026561942,7.166666666666667,9.096508,LOW,Monitor Traffic Conditions
430,L3,0.0,0.012394644,0.023282187,0.017243348,7.166666666666667,8.662094,LOW,Monitor Traffic Conditions
435,L19,0.0,0.0046926513,0.0038528265,0.011171676,7.25,7.637384,LOW,Monitor Traffic Conditions
435,L13,0.0,0.00015260279,0.00060083065,0.008669823,7.25,7.0977817,LOW,Monitor Traffic Conditions
435,L6,0.48511314,0.26920706,0.62218267,0.4751641,7.25,58.109344,HIGH,Diversion Route + Signal Retiming
435,L17,0.0,0.022561759,0.00016522843,0.022193853,7.25,9.831486,LOW,Monitor Traffic Conditions
435,L18,0.0,-0.0031321272,0.0034247348,0.011058047,7.25,6.958482,LOW,Monitor Traffic Conditions
435,L1,0.0,0.00023633242,0.0,0.024018228,7.25,8.022967,LOW,Monitor Traffic Conditions
435,L16,0.0,0.0016205385,0.0056327875,0.021343958,7.25,7.981915,LOW,Monitor Traffic Conditions
435,L3,0.0,0.013728581,0.009102584,0.016188264,7.25,8.713568,LOW,Monitor Traffic Conditions
440,L19,0.122945614,0.011027686,0.0,0.0076159313,7.333333333333333,7.968859,LOW,Monitor Traffic Conditions
440,L13,0.0,-0.0010479689,0.0047540725,0.008525908,7.333333333333333,6.986051,LOW,Monitor Traffic Conditions
440,L6,0.0,0.016341828,0.0019301685,0.048762217,7.333333333333333,10.886292,LOW,Monitor Traffic Conditions
440,L17,0.0,0.028279088,0.015711721,0.027554423,7.333333333333333,10.643193,LOW,Monitor Traffic Conditions
440,L18,0.0,-0.003098935,0.00036800877,0.011008009,7.333333333333333,6.958339,LOW,Monitor Traffic Conditions
440,L1,0.0,-0.00321123,0.021224342,0.01890893,7.333333333333333,7.4212523,LOW,Monitor Traffic Conditions
440,L16,0.0,0.015621126,0.005722912,0.020286817,7.333333333333333,9.121263,LOW,Monitor Traffic Conditions
440,L3,0.0,0.010606088,0.008291463,0.014781188,7.333333333333333,8.361203,LOW,Monitor Traffic Conditions
445,L19,0.0,0.024343804,0.0,0.017904855,7.416666666666667,9.728027,LOW,Monitor Traffic Conditions
445,L13,0.163815,-0.0031321049,0.02512223,0.010007821,7.416666666666667,6.895669,LOW,Monitor Traffic Conditions
445,L6,0.0,0.027819075,0.0,0.078312695,7.416666666666667,13.639554,LOW,Monitor Traffic Conditions
445,L17,0.0,0.03660118,0.013473627,0.032773577,7.416666666666667,11.670176,LOW,Monitor Traffic Conditions
445,L18,0.0,-0.0050693154,0.0010514536,0.011817109,7.416666666666667,6.837487,LOW,Monitor Traffic Conditions
